Lingua;Type;Country;Gender;Age;Education;Education_2;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14
Eng;Technician;United Kingdom;F;41-50;specialization course (master, PhD degree) ;Reg farrier. BDS INtermediate cert.;Space in a field in a small group of horses they get on with.   High fibre feed, as short a time in a stable as possible, depending on breed and climate. Tooth and foot care. Enough food to keep them a good weight. Worm burdens dealt with.;Look up, asses the situation and either ignore, run or go and investigate.;Depends on the horse, some have real spearation anxiety, some put all their trust in their human and are happy away from the herd.;Depends on the horse. A well socialised  and trained horse will or ought to trust most humans. A badly trained or socialised horse will always find people and other animals stressful.;"Again, a well brougth up horse ought to react calmly in a situation with folk they know or don't know.  They are more likely to react to someone handling them in a manner that they don;t understand or are familiar with.";Depends on the noise. Some horses will run at the sound of gunshots, some take no notice. A rustling bag wil scare some and some will take it as a sign there may be a treat to be had.;Some horses will be mildly anxious, some will have blind panic some  will be relaxed and happy to follow any human who takes them away.  Some horses in a field or stable alone will not take any notice and go to sleep. Some will break down a gate or door to get back to a herd. ;Even familiar people can cause a horse fear, it depends what the people are doing to the horse at the time.;see above.;Plenty of turnout, even if there is little grass, they need the space and the fresh air. NO mud underfoot, as little as possible anyway.  Good weight, not too fat. a bloom on the coat even a winter coat ought to have a bloom under the mud. Well trimmed feet. MOving about , occasional standing dozing occasional sleeping lying flat and propped on their breest. Clear eyes and nose. Sheler or stable clean and mucked out. Enough bedding to lye without getting sore or rubber mats.;Good weight, not too fat., or thin. Access to grazing, hay or haylage in winter.;as above;Colts and geldings playing a great deal, lots of running about. Mare don't play as much, General wandering and grazing, periods of dozing standing and lying. Mutual grooming. The odd disagreement, screaming and fighting each other. Not fighting or bullying. Alert to sights.;Listless, standing head hanging, bullying of one horse until he becomes depressed.  Lamness, lying flat out for long peroids, getting up and lying down a lot.
Eng;Owner;Denmark;F;51-60;high school ;;Outdoor life in harmony with other horses preferably a mixture of females and males. Fresh hay throughout the day and free access to fresh water. Ample space to move, run, play, lie down, roll etc. Shade. Well trimmed barefoot hooves. Teeth checked annualy as a minimum. ;....raises his head and pricks his ears (listens)....;....call, show stressful behaviour, pace back and forth, be alert and look for the other horses....;....will relax.....;.....will not relax, will be very alert and ready to fly.....;...will prick its ears in the direction of the noise to find out whether there is danger or not.....;....will hold its head high, feel stress and will do what it can to get back to the herd....;...feel at ease, hold its head low, feed....;...feel alone, stressful, insecure....;Is it dry, is there a draught, is it clean, is the air fresh, is it dusty, is it dark/light, is it spacious, high to the ceiling, safe to stand/walk/move, no nails or other things that can hurt the horse;Is there free access to fresh water, is the ground dry for hay, is the feed fresh, ;Ribs/hips, hooves, eyes, coat, limps, wounds;Interaction in the herd, ;No movement, no interest in the surroudings, does not feed, apathy  Exaggerated movement (e.g. running back and forth along the fence), stressful behaviour due to being e.g. alone
Eng;Veterinarian;Chile;F;31-40;specialization course (master, PhD degree) ;Master in Biomedical Sciences and Pathobiology;Good health, proper environment to be comfort and with the possibility to behave like a horse. Good nutrition, proper care and welfare. ;should raise the head and try to identify where the noise comes from or run away from the noise.;Start with behaviour changes, ending in stereotypes. ;"Should do things horses usually do with pairs; playing, grooming, rest, etc.";Should keep some distance to identify the horse or person. Smell this new member and see if there is some danger or is a friendly person.;Scared if it´s a new noise or alert.;Alone and bored. Without the possibility to do thing horses should do with pairs.;Happy and comfort.;Careful and suspicious. Trying to identify a possible danger in this unfamiliar person or horse.;Size, lightning conditions, ventilation, elements for water and food delivery. Look for signs of stereotypes like biten doors or windows. Type of material and quality used for the floor.;Type and quality of food. Amount of food and time they spend eating. Place where they eat, outside or inside the barn and how the food is given.;If the horse looks healthy at first sight.  Body condition, weight, presence of wounds or other lesions, external parasites.  How the skin and hair looks. Signs of disease, like cough, nasal discharge, liquid feces, etc. Lame horses.;If its behaving like a horse. Eating, playing, grooming, having relations with other horses. ;Being agressive, not eating, having manifestations of pain or distress. Having abnormal behaviours.
Eng;Veterinarian;United Kingdom;F;31-40;specialization course (master, PhD degree) ;- animal behaviour;5 freedoms;orientates to noise uses 'shoulder bounce' to direct noise to ears if necessary looks vigilant ;might vocalise might become anxious Might pace boundaries tries to regain access to conspecifics;might be relaxed might be fearful ;might be relaxed if trained appropriately might be anxious might 'spook'  might be more vigilant than normal;might feel anxious might feel uncertain might feel excited if noise associated with positive experiences ;might feel anxious might feel relaxed if appropriate trianing ;might feel anxious might feel relaxed if appropriate trianing ;might feel anxious might feel relaxed if appropriate trianing ;is there adequate turnout? - does the horse have an appropriately sized exercise area and access to it? - is it clean, ventilated,  - does horse have opportunity for social interaction with other horses - does the horse have access to ad lib forage;does horse have acccess to ad lib forage? - does horse have diet appropriate to its needs?;coat shiny? - demeanour alert? - any injuries/lameness/abnormality in movement etc;alert reactive to stimuli ;not alert depressed or shut down too alert - hypervigilant stereotypical behaviour pica 
Eng;Owner;Netherlands;F;51-60;high school ;Agriculture;Mobility, social contact, qualitaty food and water, comfort in stable and meadow, training in relation with age ;Is alert. ;Searching for compagny of another horse. The horse wants to be save and trusts on his leader.;Is calm and attent.;Shy;Is alert to flight;Not on his comfort;Good;Mostly not in comfort;Sometimes too small, dark and not high enough;Too much;Good;More moving and. Social contact;Problem in training, agressie
Eng;Veterinarian;United Kingdom;F;41-50;specialization course (master, PhD degree) ;Vet degree, MSc and PhD in equine welfare;A horse needs to live and be used in an environment which addresses the Five Freedoms.  A horse needs access to essential preventive and primary healthcare and timely appropriate intervention in case of emergency and owners who understand the horse's basic needs and are willing and able to address them;reacts according to its nature as a prey species, its familiarity with that noise and its current surroundings;is unable to express normal behaviour (as it is naturally a herd animal) and may express abnormal behaviour as a result of the unnatural situation;is more likely to be relaxed and amenable to handling than if it is in unfamiliar surroundings;is more likely to react adversely to stimuli;feels pleasure, fear or anxiety according to its familiarity with the noise and the situation in which it currently finds itself;is probably more likely to feel fear than as part of a group;is likely to feel more relaxed than if it is in unfamiliar circumstances;is likely to feel less relaxed than if it is in familiar circumstances;space available, underfoot conditions, Presence of shelter State of repair of shelter (and related safety for horse) Suitability of housing for weather conditions and number of animals, availability and quality of water source;availability of food, suitability (quality, quantity, format and frequency of offering, safety of access) of food for number and type of horses;Reaction to human approach, Body Condition Score, gait assessment/free movement ability, presence/absence of wounds, condition of integument, condition of eyes, ;reaction to human approach, feeding and drinking behaviour, interaction with other equines/other species, ability to choose whether to stand, lie down or move around freely,;overt aggression, excessive fear, stereotypical behaviour, unusual vocalisation, abnormal eating habits (e.g. pica, quidding, choke)
Eng;Owner;United States;F;51-60;high school ;high school is all;love care and attention;something is bothering him; they run around and Winnie and look for the herd;loves attention and wants apples or treats;may stand off, pending on the horse they may go up to a person  because they are friendly and intelligent;may spook, depending on the noise ;they get very nervous;they love the attention;stand and watch ;clean stable free from draft... ;fresh water, good food, ;medical care, grooming, hooves trimmed, ;mostly stands and sleeps, unless your working them;circling, not eating, kicking their sides, laying down and rolling. 
Eng;Technician;United States;F;22-30;specialization course (master, PhD degree) ;Master of Science: Animal Science;A clean, positive and healthy environment, adequate quantity and quality of water and nutrition, positive interactions with humnan handlers/caretakers, opportunities for social interactions and to participate in other natural behaviours.;might jump/startle.;may become more fidgety or pace.;will behave in a relaxed manner.;may either behave inquisitively or even a little stressed (e.g. jumpy and/or jerky movements).;might feel nervous.;might feel stressed.;will probably feel relaxed.;may feel curious or a little nervous.;Bedding, size of living areas (e.g. lying area vs. standing/active area), potentially dangerous objects present, lighting, air flow/quality, temperature.;Feeding space and location, quantity, frequency and quality of food/water given.;Gait and body condition score, lesion scores (if applicable), condition of teeth, eyes and coat. Behaviour (dull, apathetic, bright, alert, etc.).;Bright eyes and ears, alert with head held at normal position.;Dull, apathetic, head hanging, eyes/ears drooping, jumpy or overly senstitive during exam of certain body parts.
Eng;Technician;Netherlands;F;41-50;specialization course (master, PhD degree) ;Phd on horse temperament;good feeding, housing, training, match with use and rider;focusses and is alert;will seek contact/whyny or will loose interest and will get depressed;will seek contact/ forward movement;will be interested and curious / forward movement;might get excited;will feel depressed;will feel at ease;will feel unsecure;social contact adequate bedding appropriate temperature not too dark fresh air space in stable no harmful elements for wounding;enough roughage order roughage and concentrates;good BCS no serious wounds not lame no backpain no wounds in mouth no dripping nose and eyes;alert sleepting;weaving cribbiting box walking tongue playing
Eng;Technician;United Kingdom;F;31-40;specialization course (master, PhD degree) ;PhD Infectious diseases BSc Biology  PG Cert Animal Welfare;Correct diet (forage based not cereals!) Companionship of other horses / ponies Exercise Turnout to grass Shelter from sun / rain  Healthcare - farriery, vaccination, dentistry ;flee from noise if not habituated;May become distressed to begin with and depressed after an extended period of isoltation;will be relaxed and show natural behaviours, grooming, resting, sharing alertness;may be unsettled and look to establish themselves in a hierarchy through aggression, vocalisation or avoidance;Nervous;Isolated and anxious;relaxed;Unsettled;Shelter (protection from rain / wind / sunshine) Clean bedding of an appropriate depth and consistency No protruding objects (nails / sharp edges) Area of dry hardstanding An appropriate size for the animals (dimensions including head room) An appropriate sized entrance to ensure the animal does not become stuck;Vast majority of the diet should be forage based. Forage should be clean, good quality and available ad libutum.  Cereals should not form an important part of the diet.  The diet should be balanced for vitamins and minerals particularly in stabled horses.  Access to a salt lick essential;Horse is up to date with vaccinations, foot care and dentistry Registered with good equine vet Healthy coat, eyes, general appearance Living conditions encourage good health, i.e. not stood in deep mud, not excessive insect attack, bright appearance of all stock;Normal relaxation behaviours, lying to rest.  Social behaviour in group - grooming, play. Lack of stereotypical behaviours in group No excessive aggression over resources e.g. food Happy to work if appropriate;Stereotypical behaviours Depressed demeanour Excessive aggression in group (competition for resources) Isolation from group Aggression, behavioural issues when handled or worked 
Eng;Technician;Canada;F;41-50;university degree ;college degree in Veterinay technology ;natural livestyle  shelter  clean water  continuous forage  supplements for area they live in  regular foot care proper fitted equipment  proper exercise program when in work  parasite control  room to move  good herd dynamics - no one being beat up by others ;will approach in interest  run in fear  or just act frightened, high alert blowing, head high, exagerated movements.  Or nothing if they are not concerned by it.;runs, paces, calls  can harm itself trying to be reunited  poor feeding  If accustom to being alone will accept it  depressed  ;comfortable and laid back generally ;People generally fine if well socialized  and people are familiar with how to act around horses.  Animals it depends if its a species they are familiar with but many will be cautious. ;will approach in interest  run in fear  or just act frightened, high alert blowing, head high, exagerated movements.  Or nothing if they are not concerned by it.;runs, paces, calls  can harm itself trying to be reunited  poor feeding  If accustom to being alone will accept it  depressed  ;comfortable and laid back generally;People generally fine if well socialized  and people are familiar with how to act around horses.  Animals it depends if its a species they are familiar with but many will be cautious. ;Shelter  pasture ie dirt, mud  cleanliness  fencing  water trough  ;do horses have adequate constant feed  do they fight for food  is hay clean and free from mould  do they appear well fed  ;bright  active  free from sores, bald patches   hair coat  lameness, feet cared for  active  general interest in surroundings staying with herd not isolating themselves ;active ' feeding  standing most of the time  sound  carrying themselves well, not droopy ;seperated from herd  head hanging  reluctance to move  lying down  off feed  dull appearance  sweating abnormally  shaking  generally look uncomfortable  unwilling to work  respiratory distress  discharge  diarrhea 
Eng;Technician;Germany;F;41-50;university degree ;Bachelor in agriculture  Degree as Quality Manager (Section Slaughterhouse) ;other horses in a herd, pastures, good food (not too much), enough physical exercise;is listening and looking ;whinnies, sometimes gets nervous or is calm if inured ;calm and versed in doing;should be the same as with familiar animals /people;watchful;maybe a little uncertain, but should not be if a familiar person is with him ;calm and relaxed;calm but maybe a little uncertain;must not be perfect and brand new housing condition should have enough light, air and the possibility to move oround, floor or straw should be clean  ;enough hay with a good condition or fresh grass, not all races or horses need concentrated feed;trimmed hoofs, no lameness, normal slim body, coat in an adequate seasonable  condition, horses don't have to be cleaned every day. no great marks;calm and caring, confident;aggressive, very shy, very nervous
Eng;Owner;United Kingdom;F;41-50;university degree ; Biochemistry/Chemistry B Sc ;Good food/grazing, access to water at all times , shelter, company and excercise;May bolt or jump;Will whinny and search for his/her companions;Will be friendly and calm;Should be friendly and calm;Will be scared;Will feel threatened;Will feel at ease and calm;May feel threatened and stressed;not applicable -they don't have horses;Not applicable;not applicable;n/a;
Ita;Owner;Italy;M;31-40;Scuola secondaria: Liceo;;Serenity, adequate nutrition, a specific physical activity, relating with his peers and with man.;It is on alert.;Call the herd.;It remains peaceful tries to relate;It is alert, try to understand who is ahead;;Loss of the herd;familiarity;Warning any alarm;Dimensions available to the animal;Visual assessment of the appearance of the horse;Shine of hair, breathing, glance, attention to the outside. On the move the goodness of the three gaits.;Tranquility and Serenity with standard stimuli;Manifestation of behavioral tics, Restlessness to standard stimuli
Ita;Owner;Italy;M;51-60;Scuola secondaria: Liceo;;a large paddock and an excellent diet mainly based on good hay;It is on alert.;it neighs and tries to reach it;is approaching;after a while he approaches;An alarm signal;solitude test;satisfaction test;satisfaction test;if they are free or in the box;if they have fresh and clean water and hay at will;if they are well nourished, clean and shiny;calm and relaxed;agitated and stressed or even affected by stereotypies
Ita;Veterinarian;Italy;M;31-40;Laurea di primo livello  ;Ingegneria civile;food, light, adequate space, group life;discards;it moves with agitation, defecates, neighs;continue quiet;raise your head by pointing it in the direction of the animal person for focusing.;try fear;vulnerability;tranquility;possible dangers;mediocre;good;good;Yes;no
Ita;Veterinarian;Italy;M;31-40;Laurea magistrale   ;Medicina veterinaria;Good nutrition, balanced work and leisure opportunities;reacts with a jerk turning to the side where the noise comes from;it usually tends to rejoin the group;has no particular reactions, unless unwelcome 'behaviors';tends to be more attentive to what he does not know;danger, fear;being an animal that lives in a pack feels more exposed to danger;depends on the type of relationship. It can feel safe as not;attention, curiosity;cleaning and maintenance;general condition of the horse;need a visit to be evaluated;behavior in the presence of external stimuli;behavior in the presence of external stimuli
Ita;Veterinarian;Italy;M;22-30;Scuola secondaria: Liceo;;good nutrition, good level between training and physiological recovery;"according to the temperament of the horse can: discard; direct the ears VS the source.";If in the wild it will try to reunite with the group or to form another. if in the born captivity it will build the same psychic and physical elements existing in a group with the living beings that surround it.;Nothing will continue to do what he was doing;If used nothing. If curious, it will first look and then bring the muzzle closer;hypothetical danger signal;perceives abandonment / loneliness;based on the relationship built with the beings in question;Or feels threatened or intrigued;the conditions of the litter or the ground on which the horses are housed;pouching of the mantle, metabolic syndrome. laminitis;mucous membranes, teeth and limbs;no neurotic attitude quiet and at ease;tic of support bear dance to kick down with the forelegs
Ita;Owner;Italy;M;51-60;Scuola secondaria: Liceo;;Physical and above all mental well-being;He makes a jerk and if the noise does not repeat he tends all his senses to identify its origin;It tends to rejoin the herd;He is quiet and can sometimes seek contact with those around him;"It depends on your level of ""sociality""";he perceives threat;Worry if not panic;Tranquility;"As above, depends on the degree of ""sociability""";Hair quality, hoof conditions, general cleanliness level;Hair shine and physical condition;"The same parameters used to evaluate the alimentary condition and in more signs of ""scratchings"" to the tail, signs of respiratory fatigue, ambulation, cough, nasal discharge";Curiosity towards a new presence;concern for a new presence
Ita;Owner;Italy;M;22-30;Scuola secondaria: Istituto agrario;;have the right spaces that normally are never enough and the right nutrition related to the work performed, which should never be more than one or two hours a day.;it can react in a neurotic way if it does not know the noise, but if used to that kind of noise and reassured it can not trigger unintentionally.;if used to being in a group, it can present stereotypies, apathy and movements of boredom and nervousness, which can occur even in the case and above all if you never leave time with his fellow men.;it relates and dialogues, as long as people are able to understand it.;it can show curiosity or nervousness, but always based on the attitude of people in the way they deal with it.;Alarm;boredom and sense of apathy;dialogue and confidence;curiosity or nervousness based on the way in which people or animals are offered;zoppie, box and paddock size, box and paddock conditions.;thinness or overweight, reactivity;luster of hair, lameness, physical conditions, reactivity or apathy, periods on the ground;I would relate to the horses of wild and semi-herds;I would see all the atypical behaviors from the etogram, apatie, repetitive movements, bored movements, bear dancing, scalloping, prolonged periods on the ground ...
Ita;Farmer;Italy;M;41-50;Scuola secondaria: Istituto agrario;-;Healthy hair;It gets scared;it gets depressed;stay calm;it gets scared;fear or fear of an incoming danger that lead him to shoot, as in nature he is led to do, if he knows the noise even if sudden, this may not happen and remains quiet.;;it is calm;it gets scared;;;;;
Ita;Veterinarian;Italy;M;22-30;Laurea magistrale   ;;have the opportunity to go to the Paddock every day and not always be locked up in boxes, a good diet, a job calibrated for the type of commitment required.;it is usually alarmed, can be instinctively escaping from the noise and then stop and turn around to figure out who or what is the cause of the noise;"he is never really happy, he gets used to it if, for example, he is ""forced"" to live alone, but at the sight of his similar he will always show a search for physical and social contact";in general it is intriguing and well disposed if it is a subject free from defects that can be taken thanks to known people and animals (eg scratching to ask for food, biting jackets ..);can be suspicious and suspicious, especially if it is a shady subject, who in the past has experienced ugly experiences;it gets scared;loneliness, abandonment, malaise;serenity, monotony, indifference;curiosity, anger, indifference;dimensions of the box and number of windows of the same (possibility of being able to go out with the head also towards the corridor of the stable), number of Paddock, quality of the paddock;hay, an appetizing feed, automatic water bottles;state of nutrition, appearance of the coat, absence of stereotypies, absence of pathological conditions caused by poor management / carelessness (injuries, traumas, foot problems);socialita'ben shared and manifested, serenity'and comparisons of things and people;stereotypy, aggression or infestation
Ita;Technician;Italy;M;51-60;Laurea magistrale   ;medicina veterinaria;a good breeder;it is restive;shows signs of restlessness;shows a sense of docility and tranquility;shows a sense of suspicion and defense;alarm, instinctive escape, fear;terror;serenity;distrust;conditions of the box (litter, plan and feeding and watering system);feeding system (concentrates and forages, state of conservation);state of nutrition, mantle, limbs;docility;fear, restlessness
Ita;Technician;Italy;F;41-50;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;dottorato di ricerca;Do not suffer from hunger and thirst, do not suffer from heat or cold, rest comfortably, be in good health and do not feel pain, no fear, be able to express appropriate behavior;he can get scared and have dangerous reactions;it can react negatively;has friendly reactions, if he has had previous positive experiences;if he has had positive previous experiences with other people / animals, he has positive reactions;fear;it's insecure;she is at ease and recognizes them;he recognizes them but, if he has had positive previous experiences, he has positive reactions;dimensions of the spaces, possibility of contacts with conspecifics, comfortable and abundant bedding;sufficient good quality fiber, fresh and clean water always available;the pathologies must be prevented, considered and treated appropriately if present;behavior of movement, food, social and exploration above all;aggression and stereotypies
Ita;Veterinarian;Italy;F;41-50;Laurea di primo livello  ;Laurea quadriennale in Lettere (vecchio ordinamento);1. Constant security sense. (Being a prey animal needs a peaceful environment to feel safe, the opposite, exposes him to a stress that sooner or later reflects on his physical health) 2. Food and care 3. The ability to interact with other horses and to be in a pack. Boxed horses are apparently fine, but they often develop tics and phobias.;"He reacts immediately and instinctively tries to understand where the noise comes from. A quiet horse merely stiffens in an attempt to understand where it comes from and what threat it poses; a stressed horse can have a more exaggerated reaction, giving itself to escape.";It gets depressed.;... reacts. If the presence of people and animals is reassuring, it reassures. If people who know associates something unpleasant, they show signs of stiffness and agitation.;... reacts according to the degree of tranquility in which he usually lives. A horse that lives quiet and peaceful will keep an eye on strangers without showing particular agitation. If it is stressed, it will show signs of agitation and probably escape reactions if people / animals tend to approach.;he perceives it;... can feel sad, if his companions can see them from afar, but do not be with them. he tends to live in a state of constant alert if he is completely isolated from his fellows.;... can experience pleasure and a sense of security, if you associate something pleasant. ... you may feel afraid if you associate something unpleasant.;... experience a sense of alert and, if peaceful, even of curiosity. If stressed, the perception of a possible danger does not abandon it even if there is no real threat.;Personally, I am interested in understanding how much VITAL and PHYSICAL space the horse has to move and how much it is allowed to interact with other horses.;I guess I would look at what looks more or less thin ...;Basically, I would always evaluate the thinness.;I would try to understand its degree of relaxation in the presence or absence of stimuli.;Constant movement or excessive immobility during the day.
Ita;Breaker;Italy;F;41-50;Scuola secondaria: Liceo;;"for a good quality of performance and work the horse must be serene psychologically and well fed. to be serene of ""head"" must be respected his needs of horse es. quiet environment, methodical behavior, work, schedules and with the ability to move widely. Instead of the top-quality nutritional products, to be ""at the top"" of performance, the diet, although very varied, must be properly integrated for each subject.";if he is not used to that noise in general the horse tries to escape, if he is forced into a small space the horse can try to take off his halter or kick if he feels threatened.;"the horse is of a social and pack animal, if it has not been used to isolation eg box, when he is turned away from his ""friends"" becomes restless, agitates and wants to be reunited with them.";the horse is a habit, its security comes from the constancy of situations, environments and living beings. the horse is reassured in an environment or living being that knows.;the horse does not like new situations, undermines its psychological stability, becomes suspicious, looks from one eye and is ready to flee.;... perceives a possible danger.;the horse feels abandoned by the group, and is deeply undermined in its security.;he feels reassured by the smell and voices he knows;becomes wary and observes through smell, sight and hearing, to understand if there is a valid reason to worry.;the length of the hair, if the feet are clean or has incrustations. The horse must appear calm, do not be afraid or be submissive.;if it is horse and round, if it has a beautiful shiny coat and which attitude it has (low or high head).;Looking at how it breathes, if it coughs, if it comes in a weak way, how long it takes breath after work.;"the serene horse shows up in a balanced way, has a healthy curiosity towards the new ""non-aggressive"" situations, at the end of the job it should take long reins without being stressed or nervous. in box eats with taste and at the paddock interacts with the other horses.";the horse often flanks, during work does not advance or escapes, in the box moves jerky or stays in the corner and the paddock does not interact with the other horses.
Ita;Veterinarian;Italy;F;41-50;Laurea magistrale   ;laurea magistrale in medicina veterinaria;free space, food and water, company,owner's control and production level, training;he turns to look with straight ears and high neck, dilated nostrils;he continues to neigh, calling the others in the group;it is quiet and relaxed;it is wary and goes off obliquely, controlling the stranger with the ear and the eye;He is afraid, he is on the alert to see if he has to run away.;he agitates and looks for a way to rejoin the group or calls him to come near;he perceives them as his like, social attitude;he perceives a change that still does not know if dangerous or not, so he prefers to get away;cleansing and condition of the hair, state of the nails, presence of scars to the tip of the hip, thorax, garretti. presence of respiratory diseases;quantity of fat on the side and neck, presence of chronic respiratory diseases, spread of weeds grazing;fat, lucidity of the hair, state of the nails. zoppie, way of breathing and quality of the stool;during foraging, if the horses of the group interact with tranquility;presence of stereotypies, excessive reactions to sudden stimuli
Ita;Farmer;Italy;F;51-60;Laurea di primo livello  ;Farmacia;Serenity and food;He pricked his ears and raised his head;Look for contact;It is quiet;It's curious;perceives a possible danger;Loss of references;Safety;Alertness and curiosity;Cleaning and order in the stables, in the pits, drinking troughs and feeders;External physical appearance;Mucous nose coat;Approach without fear;Ears low and bashful
Ita;Veterinarian;Italy;F;51-60;Laurea di primo livello  ;scienze agrarie;good shelter, good quality food and water, good relations with people;it gets scared, unpredictable behavior ....;tries to reach the group being an animal with high socialization;it comes to the person;It is more wary;Danger and alert;tends to rejoin;stay calm;it can be agitated;box size, canopy and shelter from sun / rain, cleaning and litter, clean drinking water, possibility to communicate with neighbors;clean and dust-free hay of good quality free of cereal molds or good quality concentrates;BCS general conditions in the standard, neither too fat nor too thin, no respiratory noises, shiny hair, active and alert horse;tranquility;bear dance, ticchio support, restlessness, turn round, eat wood, always lie down
Ita;Veterinarian;Italy;F;> 60;Laurea di primo livello  ;chimica e tecnologia farmaceutica 5 anni;It is necessary to get as close as possible to a way of life adapted to its nature. Of course, your essential physical needs are met, such as food, water, treatment and disease prevention, shelter of appropriate size, you have to worry a lot about your psychic needs such as social life, tranquility, safety;He almost always gets scared, so he can discard, flee. In rare cases it simply moves the ears as a sign of attention to what is happening;it neighs, tries to re-enter it, agitates or over time saddles;shows curiosity or otherwise accepts them and likes them if he has had positive experiences;According to his nature and experiences with beings of the same species can show curiosity and approach, or keep an eye watching them as they arise or what they do;he can surely try fear and his reaction can be attack or flight;fear, it feels fragile;security or indifference;a possible danger;box dimensions, lighting, ventilation, temperature, type of litter, general hygiene conditions, presence of water bottles;physical condition of the horse. Type of food, frequency of meals, quantity. The staple food must be good quality hay and stored well;Body mass, musculature, interest in the surrounding environment, ie that the horse is attentive and active;Search for food, for the company of other horses;the various stereotypies, an apathetic and solitary behavior
Ita;Veterinarian;Italy;F;31-40;Laurea magistrale   ;Psicologia;Good care, good nutrition, open air, freedom, right work;It gets scared;He is restless;It's quiet;It's curious;Fear;;Serenity;Caution;;Shine gloss;Body weight and other parameters;Serenity;Bear dance
Ita;Veterinarian;Italy;F;31-40;Laurea magistrale   ;scienze della produzione animale;Be fed adequately to sex, age, type of work. Be cared for while respecting his physiological and ethological needs.;reacts with the escape;try to get back from the group;remains in the group;try to understand who can be part of the herd and look for a leader to follow;fear;Loneliness, anxiety;he feels safe, reassured;he feels panicked;type of litter, cleaning and quantity of litter;clean and dry water and feeder.Typology and quality of hay, type of feed and way of storing food and hay;fur, body condition score, liveliness or otherwise of the horse;to show curiosity, to burn serene hay or grass, do not be afraid of every single noise;ticchio, bear dance, bite, eat stool or wood
Ita;Veterinarian;Italy;F;22-30;Laurea di primo livello  ;Laurea Triennale in Allevamento e Benessere Animale con votazione 110/110 e lode;Balanced and correct nutrition, correct training, comfortable environment;The horse can immobilize by bringing the ears to the source of the noise and can be frightened by increasing the speed of the gait to escape in the opposite direction;Isolated the horse is extremely nervous and continues to look for its kind (neigh, puffs).;It is calm and peaceful, it comes close and lets itself be touched;In the presence of people it depends on how much trust it has in man, that is, it depends on how it is usually used to being treated. In the presence of one of his kind he puts into action specific behaviors of the species, approaches, sniffs, snorts, establishes the hierarchy, etc. ... The horse that is usually isolated may have similar reactions to non-usual;anxiety, worry, fear;he feels lost;trust, tranquility, relaxation;curiosity, fear;possible abrasions on the garretti or on the hips, presence of redhibitory vices;bcs;manger full or empty, dirty or clean litter, excessive calm or excessive nervousness;serenity and relaxation whenever an operator approaches, non-existent escape distance;nervousness, ears far behind, muscle tension, turn around and show the back
Ita;Veterinarian;Italy;F;22-30;Laurea di primo livello  ;Scienze e tecnologie delle produzioni animali presso la facoltà di Medicina Veterinaria di Pisa;Excellent nutrition Daily exercise Daily care Attention to health Daily relaxation in a large paddock after work;Alert: raise the ears and direct the head and the whole body towards the source of the noise, if the noise is strong and sudden it tends to flee from the opposite side from the noise-generating one.;He looks around, studies the environment, if he is quiet he puts his head down and looks for the grass, if he is bothered by something, he moves and looks for a quiet place to eat and stay safe (as much as possible).;He is calm, curious and attentive to what surrounds him.;His threshold of attention is high, he checks and tries to guess if what he expects can be a dangerous situation or not.;Fear, escape.;anxiety;Tranquility, it is a situation that already knows.;Attention and / or fear, depends on the character.;The limbs, if the nodelli are swollen, has been standing still for too long.;The relationship between fat mass and muscles.;Hair, eyes, mucous membranes in general and feces.;The horse is calm and grazes the grass with his head down, he quietly shakes his tail here and there.;The horse is lying on the ground, complains, touches the abdomen. Or bear dance or support ticchio.
